url,label
http://gzzax.livechatvalue.com/chat/chatClient/chatbox.jsp?companyID=11806&enterurl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&pagetitle=&pagereferrer=&firstEnterUrl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&lan=zh&tm=1420533810210,1
http://gzzax.livechatvalue.com/chat/chatClient/chatbox.jsp?companyID=11806&enterurl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&pagetitle=&pagereferrer=&firstEnterUrl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&lan=zh&tm=1420533810210,1
http://gzzax.livechatvalue.com/chat/chatClient/chatbox.jsp?companyID=11806&enterurl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&pagetitle=&pagereferrer=&firstEnterUrl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&lan=zh&tm=1420533810210,1
http://gzzax.livechatvalue.com/chat/chatClient/chatbox.jsp?companyID=11806&enterurl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&pagetitle=&pagereferrer=&firstEnterUrl=file%3A%2F%2F%2FC%3A%2FUsers%2Famelia%2FDesktop%2F%25E7%25BD%2591%25E4%25B8%258A%25E8%25B5%258C%25E5%259C%25BA.html&lan=zh&tm=1420533810210,1
http://mtsx.com.cn/UploadFiles/2011-08/admin/%C2%B5%C3%8B%C2%BE%C2%B0%C3%93%C3%A8%C3%8A%C3%80%C2%BD%C3%A7%C2%B4%C3%B3%C3%91%C2%A7%C3%89%C3%BA%C2%B3%C3%8C%C3%90%C3%B2%C3%89%C3%A8%C2%BC%C3%86%C2%B4%C3%B3%C3%88%C3%BCACM%C2%BD%C3%B0%C3%85%C3%86%C3%96%C2%A4%C3%8A%C3%A9.JPG,1
http://mtsx.com.cn/UploadFiles/2011-08/admin/%C2%BA%C3%BE%C3%84%C3%8F%C3%8A%C2%B7%C3%89%C3%8F%C3%97%C3%AE%C3%85%C2%A3%C3%8B%C2%AB%C2%B0%C3%BB%C3%8C%C2%A5%C2%A3%C2%BA%C2%B8%C3%9F%C2%B6%C3%BE%C3%8D%C2%AC%C3%8A%C2%B1%C2%B1%C2%A3%C3%8B%C3%8D%C2%B1%C2%B1%C2%B4%C3%B3.JPG,1
http://chinesevie.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL2NoaW5lc2V2aWUuY29tL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTE1NCUzQXNpLW1hLWd1YW5nLXphLWdhbmcmY2F0aWQ9NTUlM0FyZWFkaW5nJkl0ZW1pZD0yNzUmbGFuZz1lbg%3D%3D&lang=en,1
http://mtsx.com.cn/UploadFiles/2011-08/admin/%C2%B5%C3%8B%C2%BE%C2%B0%C3%93%C3%A8%C2%A1%C2%A2%C2%B5%C3%8B%C2%BE%C2%B0%C3%8E%C3%84%C2%BA%C3%93%C3%8A%C2%A6%C2%B4%C3%B3%C2%B8%C2%BD%C3%96%C3%90%C2%B3%C2%A3%C3%90%C2%A3%C2%B3%C2%A4.jpg,1
http://mtsx.com.cn/UploadFiles/2011-08/admin/%C2%B5%C3%8B%C2%BE%C2%B0%C3%93%C3%A8%C2%A1%C2%A2%C2%B5%C3%8B%C2%BE%C2%B0%C3%8E%C3%84%C3%8D%C2%AC%C3%90%C3%85%C3%8F%C2%A2%C2%B0%C3%82%C3%88%C3%BC%C3%90%C2%A1%C3%91%C2%A1%C3%8A%C3%96.JPG,1
http://searchbox.mapbar.com/publish/template/template1010/index.jsp?CID=lnuk123&tid=tid1010&showSearchDiv=1&cityName=%E9%93%B6%E5%B7%9D%E5%B8%82&nid=MAPBSNFBQPXRJBTWXOHEX&width=253&height=230&infopoi=2&zoom=10&control=1,1
