url,label
http://bid.openx.net/json?amp;amp;amp;amp;cid;=oxpv1:1-1-1-1-2&amp;amp;amp;f;=0.1&amp;amp;amp;pid;=6816e307-0a4f-774f-9a04-0656ee32b144&amp;amp;amp;s;=468x60&amp;amp;amp;url;=hxxp:/zacateks.com/wp-includes/pomo/online.wellsfargo.com/online.wellsfargo.com/authenticat&amp;amp;c=oxm_85552372154,1
http://webmail2.centurytel.net/hwebmail/services/go.php?url=http://63.247.80.138/~julilift/_private/chasesessionsrestore23ghksjf987564jkdgh48937dskjg487395ydjfgsdf84795jhsdf83475sdjfgnmcb47835y/chasesessionsrestore23ghksjf987564jkdgh48937dskjg487395ydjfgsdf84795jhsdf83475sdjfgnmcb47835y/,1
http://www.google.com.ng/imgres?imgurl=http://forasinvest.com/v2/images/stories/benin%20hotel%201.jpg&amp;amp;amp;amp;amp;imgrefurl=http://forasinvest.com/v2/index.php?option=com_content&amp;amp;amp;amp;view=article&amp;amp;amp;amp;id=143%3Athe-greatest-tourism-project-in-beninpresid...,1
http://webmail2.centurytel.net/hwebmail/services/go.php?url=http://activetalk.it/_private/boaonlinesessionsrestore23ghksjf987564jkdgh48937dskjg487395ydjfgsdf84795jhsdf83475sdjfgnmcb47835y/boaonlinesessionsrestore23ghksjf987564jkdgh48937dskjg487395ydjfgsdf84795jhsdf83475sdjfgnmcb47835y/,1
http://www.liceonuzzi.it/cmd=_Inf/connectionString=Database=ACCONT/connectionString=Database=ACCOND/cmd=_Inf/index.html?cmd=_Inf&ditch=5d813c0db1fb6947b0aeae66fdb885d8135885d813c0db1fb6947b0aeae66fdb885d813c0db1fb6947b0aeae66fdb885d813c0db1fb6947b0aeae66fdbfb2119927117e3a6f86e0fd3465,1
http://bank0famerica-com.z2.newmail.ru/secure_membin_BankOfAmeri_caemail_id43432gjg98987ihgwq72k9878e.htm?securelogin=yes?ssl_encryptlink=yes&amp;source=bankofamericaEMAILdefaultaspx?refererident=341348B3767313d1683678CADD124HJ8S748FGHHJC1AjkCB&amp;cookieid=43562714&amp;nocachelocal,1
http://superpromocao.net78.net/explosaodepremiosonline/master/Visa/90%20dias/explosaodepremiosonline/cadastro5.php?6L72C6FGSXHGY2H5R9Z8488893PKNYMSJTUVYABR9T97VPANY0U2H30P6Z0SXWLHQFDOQPGYIO5EDF2BPWD8ZNW5M7WJ4H2TXEIN4YLMNQ2273CVZQ4YD1317ZJAGL4EZL24KNQ8DR9KULFTCJSQJVQPUAZBV4PVPRZ0,1
https://www.google.fr/url?sa=t&amp;rct=j&amp;q=&amp;esrc=s&amp;source=web&amp;cd=2&amp;sqi=2&amp;ved=0CFAQFjAB&amp;url=http%3A%2F%2Finchelseahairdesign.com%2Ftestimonials%2F&amp;ei=YDTeT6iwEYa58gOQzbTNCw&amp;usg=AFQjCNFvCHm-vR4Tw-9tLAmt1uLbKGczGA&amp;sig2=ba7yVjCgDBQCuFPZsxczPQ,1
http://www.cultivateyourlife.com/data/santander.co.uk/retail.php?http://www.santander.co.uk/csgs/Satellite?appID=abbey.internet.Abbeycom&amp;canal=CABBEYCOM&amp;cid=1237889419188&amp;empr=Abbeycom&amp;launch=NO&amp;leng=en_GB&amp;pagename=Abbeycom%2FPage%2FWC_ACOM_ViewSelector,1
http://www.jrgonzalezabogados.com/templates/disco-beat-template/images/bluedarkgrey/premiostododia/cadastro.php?O2UWQQ28TUW5JTUOZA54XSNKUUSTAW9ZX4VOTWVNQRSALMYLW4PUVDEQ97KI4TH1XDOR0KE1C7AYT0KPC0J9MXZU5JD8DU9A8X2HHGHUNSSG2D7EMPN0NM4S7GZJB9UI6V1NCHI10AHBONPACCJ1ZNS64SPF1JY7FYUS,1
http://www.jrgonzalezabogados.com/templates/disco-beat-template/images/bluedarkgrey/premiostododia/cadastro.php?Q2C6ACZJRPT3G7W1D8E8L6B45HLGQI8GJJMTWLDOA8QRDNRRU7YGBAKGR6XIN5Y8OK2K7F9HMZ9ZMZRH7PXH1IYSNVAB19JPTK01ZIHLIPL5PCMV3KD33BUQ8529DLX86886PPR9FDC5QZ1SJDVLPQBWVD50Y3G50OAZ,1
"http://api.yontoo.com/GetClientData.ashx?key=null&amp;id=b2af1809-361c-40e7-b5b9-a0473e71ab31&amp;loc=http:/www.ebay.com/itm/Womens-Juniors-Off-White-American-Eagle-Puffer-Coat-w-Fur-Trim-Hood-size-M-/110967312041?pt=US_CSA_WC_Outerwear&hash=item19d62acea9&amp;apps=twittube,ezLooker,pagerage,buzzdock,toprelatedtopics",1
http://www.refriautoartiles.com/administrator/manifests/packages/cadastro/cadastromastercardevisa/cadastro.php?3V2I12T7A9A0VVVZIDJWBTK7WC1931K6WLNWNG4YPE8K03JSG4OSW0YTLY2NZMTV9GSVXVUMA27J5QBLU1DQ0BJU0LI98B5FSWBQS6C38JMCAYX5YAU8LE2VZK58V0MO6YEY4R2BBNNLMKPKVKSGZUCZEH7AQTYWSCUW,1
